n_type_n,p_type_p,a,h,R,T_h,eta,mc_p,mDOS_p,tau_eff_p,n_i_p,eta_F_p,E_g_p,mDOS_min_p,kappa_L_300_p,Cp_p,rho_p,epsilon_p,mc_n,mDOS_n,tau_eff_n,n_i_n,eta_F_n,E_g_n,mDOS_min_n,kappa_L_300_n,Cp_n,rho_n,epsilon_n
37,40,2.0,4.0,0.09,880,1.022091188,1.15,4.49,13.8145643674119,4.87006868038421e+18,-0.1,0.514899999999999,1.94,10.0,310.0,7620,20.9,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
2,2,2.0,3.0,0.13,830,4.707081204,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,2,2.0,3.0,0.13,830,2.498717961,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,2,2.0,3.0,0.13,830,1.302252032,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,2,2.0,3.0,0.13,830,2.998071112,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,2,2.0,3.0,0.13,830,2.440322489,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,2,2.0,3.0,0.13,830,2.236813523,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,2,2.0,3.0,0.13,830,5.055391338,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,2,2.0,3.0,0.13,830,3.14598978,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,2,2.0,3.0,0.13,830,2.046945164,1.44,7.8,11.375268151655,5.17604473798473e+19,-0.0600000000000001,1.1474,4.31,11.5,172.5,9540,17.51,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,5,2.0,3.0,0.13,830,5.034800668,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,5,2.0,3.0,0.13,830,2.266446035,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,5,2.0,3.0,0.13,830,1.064934038,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,5,2.0,3.0,0.13,830,2.92560993,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,5,2.0,3.0,0.13,830,2.142986717,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,5,2.0,3.0,0.13,830,1.965651797,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,5,2.0,3.0,0.13,830,5.367346114,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,5,2.0,3.0,0.13,830,3.041182281,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,5,2.0,3.0,0.13,830,1.73109207,0.55,1.88,10.7816516631926,4.66261861928528e+19,-0.0358020703125,0.3962,4.1,8.0,247.5,10300,20.88,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,8,2.0,3.0,0.13,830,6.995859539,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,8,2.0,3.0,0.13,830,3.545635494,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,8,2.0,3.0,0.13,830,1.91092385,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,8,2.0,3.0,0.13,830,4.449982966,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,8,2.0,3.0,0.13,830,3.62216686,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,8,2.0,3.0,0.13,830,3.387535013,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,8,2.0,3.0,0.13,830,7.63437061,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,8,2.0,3.0,0.13,830,4.666238447,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,8,2.0,3.0,0.13,830,3.107232122,1.08,5.79,10.745789064603,3.31901155560455e+19,-0.06,1.0083,3.64,6.8,267.5,8430,22.66,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,11,2.0,3.0,0.13,830,5.167125984,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,11,2.0,3.0,0.13,830,2.054296545,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,11,2.0,3.0,0.13,830,1.345147227,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,11,2.0,3.0,0.13,830,3.279167907,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,11,2.0,3.0,0.13,830,2.354559562,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,11,2.0,3.0,0.13,830,2.325870869,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,11,2.0,3.0,0.13,830,5.430024611,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,11,2.0,3.0,0.13,830,3.301315154,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,11,2.0,3.0,0.13,830,2.080609615,1.05,5.07,15.5477172740072,4.30850729968194e+19,-0.02,0.533872923626258,0.92,17.5,307.5,8450,48.659,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,14,2.0,3.0,0.13,830,3.010742533,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,14,2.0,3.0,0.13,830,1.175016217,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,14,2.0,3.0,0.13,830,0.503529274,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,14,2.0,3.0,0.13,830,1.676498699,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,14,2.0,3.0,0.13,830,1.089253281,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,14,2.0,3.0,0.13,830,0.969581534,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,14,2.0,3.0,0.13,830,3.094198678,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,14,2.0,3.0,0.13,830,1.703888602,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,14,2.0,3.0,0.13,830,0.814785223,0.44,1.92,34.4745105249478,4.82143306877705e+19,-0.0,0.1929,3.12,12.3,240.0,8480,29.0,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,17,2.0,3.0,0.13,830,4.452520048,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,17,2.0,3.0,0.13,830,1.857741892,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,17,2.0,3.0,0.13,830,0.8347804,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,17,2.0,3.0,0.13,830,2.518969043,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,17,2.0,3.0,0.13,830,1.750132063,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,17,2.0,3.0,0.13,830,1.595593258,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,17,2.0,3.0,0.13,830,4.690124411,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,17,2.0,3.0,0.13,830,2.596422403,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,17,2.0,3.0,0.13,830,1.377154772,0.49,2.2,16.6060152303169,5.91992284499434e+19,-0.0,0.278600000000001,3.02,10.0,330.0,6560,19.66,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,20,2.0,3.0,0.13,830,2.428938774,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,20,2.0,3.0,0.13,830,1.381725805,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,20,2.0,3.0,0.13,830,0.698560922,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,20,2.0,3.0,0.13,830,1.567711638,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,20,2.0,3.0,0.13,830,1.26882143,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,20,2.0,3.0,0.13,830,1.132114637,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,20,2.0,3.0,0.13,830,2.545009666,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,20,2.0,3.0,0.13,830,1.640218854,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,20,2.0,3.0,0.13,830,1.032494934,1.58,7.35,12.1176907048215,4.72989441172275e+19,-0.0600000000000001,1.089,4.97,24.0,275.0,7420,19.09,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,23,2.0,3.0,0.13,830,6.196317612,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,23,2.0,3.0,0.13,830,3.074528013,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,23,2.0,3.0,0.13,830,1.472595022,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,23,2.0,3.0,0.13,830,3.725720487,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,23,2.0,3.0,0.13,830,2.92828992,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,23,2.0,3.0,0.13,830,2.685578184,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,23,2.0,3.0,0.13,830,6.738548006,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,23,2.0,3.0,0.13,830,3.922444295,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,23,2.0,3.0,0.13,830,2.422108426,1.64,6.11,19.047385477244,3.53565191936321e+19,-0.06,0.4567,2.43,4.5,330.0,7230,22.92,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,26,2.0,3.0,0.13,830,3.759848655,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,26,2.0,3.0,0.13,830,1.566817378,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,26,2.0,3.0,0.13,830,0.557328912,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,26,2.0,3.0,0.13,830,1.986890198,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,26,2.0,3.0,0.13,830,1.324655905,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,26,2.0,3.0,0.13,830,1.143392233,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,26,2.0,3.0,0.13,830,3.935234455,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,26,2.0,3.0,0.13,830,2.065547092,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,26,2.0,3.0,0.13,830,0.956189903,0.3,1.43,13.6903023647598,5.23483091210551e+19,0.02,0.2155,3.26,8.9,237.5,8630,26.55,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,29,2.0,3.0,0.13,830,5.940407921,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,29,2.0,3.0,0.13,830,2.778430193,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,29,2.0,3.0,0.13,830,0.956624888,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,29,2.0,3.0,0.13,830,3.139140672,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,29,2.0,3.0,0.13,830,2.277338568,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,29,2.0,3.0,0.13,830,1.983621447,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,29,2.0,3.0,0.13,830,6.469432194,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,29,2.0,3.0,0.13,830,3.341892584,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
42,29,2.0,3.0,0.13,830,1.709092309,0.39,1.79,7.17767359408088,4.33054474513596e+19,-0.0,0.305899999999999,3.45,2.4,280.0,6940,19.74,0.58,1.94,7.31459163411858,5.00032426729186e+20,0.12,0.514899999999999,4.49,10.0,310.0,7620,20.9
2,32,2.0,3.0,0.13,830,5.286402321,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,1.42,4.31,18.9238861366241,4.40002659103457e+19,-0.04,1.1474,7.8,11.5,172.5,9540,17.51
7,32,2.0,3.0,0.13,830,2.848088015,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,1.33,3.64,10.2828281376949,3.55208752949777e+18,-0.1,1.0083,5.79,6.8,267.5,8430,22.66
12,32,2.0,3.0,0.13,830,1.428073397,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,0.33,0.92,5.88003758866827,1.56376108260058e+20,0.2,0.533872923626258,5.07,17.5,307.5,8450,48.659
17,32,2.0,3.0,0.13,830,3.33362502,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,0.79,3.02,12.1356030102991,3.89996480790911e+19,-0.0282571093750001,0.278600000000001,2.2,10.0,330.0,6560,19.66
22,32,2.0,3.0,0.13,830,2.73831057,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,0.84,2.43,15.1650404174972,1.94126686596457e+18,-0.1,0.4567,6.11,4.5,330.0,7230,22.92
27,32,2.0,3.0,0.13,830,2.497231016,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,0.63,3.26,8.29380048251444,5.30230428370242e+20,0.08,0.2155,1.43,8.9,237.5,8630,26.55
32,32,2.0,3.0,0.13,830,5.725839367,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,1.44,4.49,11.7458156959854,4.66911150857657e+19,-0.04,1.004,6.59,9.0,210.0,9830,20.37
37,32,2.0,3.0,0.13,830,3.517313499,1.4,6.59,10.9245641547053,3.98865068966309e+19,-0.0600000000000001,1.004,4.49,9.0,210.0,9830,20.37,0.55,1.93,13.7721224840299,4.12946929536473e+18,-0.0713025,0.3856,3.33,7.5,210.0,9600,23.56
