mc_n,mDOS_n,tau_eff_n,n_i_n,eta_F_n,E_g_n,mDOS_min_n,kappa_L_300_n,Cp_n,rho_n,epsilon_n,mc_p,mDOS_p,tau_eff_p,n_i_p,eta_F_p,E_g_p,mDOS_min_p,kappa_L_300_p,Cp_p,rho_p,epsilon_p,a,h,R,T_h,eta
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,1.200820824
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,4.131399313
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,2.667600998
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,0.033493234
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,2.651112651
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,1.889598244
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,0.214995034
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,4.21703316
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,2.914149722
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,2.260596822
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.0,2.0,0.15,850,3.688081323
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,1.597855395
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,5.100936965
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,3.12942876
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,1.06e-06
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,2.938249523
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,1.969458246
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,0.09632725
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,5.451660062
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,3.390472659
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,2.627872108
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.0,2.0,0.15,850,4.521226343
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,8.72e-06
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,3.66e-06
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,2.44e-06
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,8.38e-08
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,2.24e-06
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,1.41e-06
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,2.75e-07
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,4.71e-06
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,2.42e-06
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,2.74e-06
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.0,2.0,0.15,850,3.41e-06
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,1.593048506
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,5.144796053
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,3.346244536
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,0.030692174
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,3.133165226
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,2.196861172
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,0.228398007
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,5.428835622
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,3.586153365
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,2.777270974
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,850,4.600076218
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,2.187864317
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,6.608904065
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,4.05810609
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,0.005456862
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,3.473348215
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,2.247520117
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,0.067310413
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,7.481847398
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,4.271318107
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,3.248557913
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.0,2.0,0.15,850,5.851827509
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.474596359
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.474464914
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.372288976
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.054257148
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.345776343
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.254420616
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.103165426
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.549404869
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.368663983
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.371134643
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.0,2.0,0.15,850,0.447941334
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,9.01e-06
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,3.86e-06
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,2.6e-06
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,1.19e-07
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,2.42e-06
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,1.57e-06
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,3.4e-07
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,4.9e-06
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,2.59e-06
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,2.92e-06
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.0,2.0,0.15,850,3.6e-06
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,2.087499983
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,6.977047913
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,4.889483866
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,0.082818082
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,4.184489772
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,2.963907058
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,0.415434528
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,7.565458836
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,5.047794353
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,3.76128401
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.0,2.0,0.15,850,6.27865399
0.93,4.1,41.83196597,3.91e+18,-0.071604141,0.3962,1.88,8.0,255,10300,20.88,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.494467475
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.163003074
0.75,3.12,13.73078298,5.34e+19,-0.020373789,0.1929,1.92,12.3,240,8480,29.0,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.014686728
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.277797778
0.84,2.43,7.304836421,4.29e+20,0.08,0.4567,6.11,4.5,330,7230,22.92,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.0963514
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.598374856
1.59,4.36,12.08219641,4.66e+18,-0.1,1.0726,6.63,22.0,240,7140,17.87,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.337560302
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.023343457
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,3.871802663
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,3.241583843
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,1.501198282
0.75,3.12,9.58643542,5.53e+20,0.08,0.1929,1.92,12.3,240,8480,29.0,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,1.545762096
2.12,4.97,7.259527538,5.47e+19,-0.04,1.089,7.35,24.0,280,7420,19.09,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,2.564116586
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.356551072
0.76,3.45,8.695767601,4.52e+20,0.06,0.3059,1.79,2.4,280,6940,19.74,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,2.832006808
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,2.859202868
0.58,1.94,15.34848677,6.36e+18,-0.06,0.5149,4.49,10.0,320,7620,20.9,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,3.712222807
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,3.826268427
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,2.527990723
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,0.037057801
0.79,3.02,8.843486237,5.4e+20,0.08,0.2786,2.2,10.0,330,6560,19.66,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,1.627650619
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,1.28217944
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,1.413604
1.44,4.49,15.58999631,4.86e+18,-0.1,1.004,6.59,9.0,210,9830,20.37,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,3.11595956
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,2.75998397
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,2.0,2.0,0.1,900,1.315837862
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,2.0,0.1,900,3.094306733
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,2.0,0.1,900,1.374803487
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,2.0,0.1,900,0.745945847
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,2.0,0.1,900,1.612315506
