mc_n,mDOS_n,tau_eff_n,n_i_n,eta_F_n,E_g_n,mDOS_min_n,kappa_L_300_n,Cp_n,rho_n,epsilon_n,mc_p,mDOS_p,tau_eff_p,n_i_p,eta_F_p,E_g_p,mDOS_min_p,kappa_L_300_p,Cp_p,rho_p,epsilon_p,a,h,R,T_h,eta
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.5,2.5,0.075,864,2.974942951
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.39,1.79,17.27879893,4.69e+18,-0.064658418,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,2.544147517
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,3.532967481
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.4,6.59,11.45436161,3.99e+19,-0.06,1.004,4.49,9.0,210,9830,20.37,1.5,2.5,0.075,864,2.847790172
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,0.372087278
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.46,6.63,5.71064693,5.66e+20,0.02,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,2.956669855
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.5,2.5,0.075,864,3.37e-06
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.15,4.49,16.19921355,4.87e+18,-0.1,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,1.00211282
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,3.872628076
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.44,7.8,12.02608442,5.18e+19,-0.06,1.1474,4.31,11.5,175,9540,17.51,1.5,2.5,0.075,864,2.705709906
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,1.5,2.5,0.075,864,0.488660705
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,1.5,2.5,0.075,864,3.852539262
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.5,2.5,0.075,864,4.432834205
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.05,5.07,23.51651316,4.73e+18,-0.08,0.533872924,0.92,17.5,315,8450,48.659,1.5,2.5,0.075,864,1.967357056
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.05,5.07,9.875921194,5.16e+20,0.08,0.533872924,0.92,17.5,315,8450,48.659,1.5,2.5,0.075,864,2.608756013
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.5,2.5,0.075,864,2.423417654
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.49,2.2,88.62504818,2.93e+18,-0.084771328,0.2786,3.02,10.0,330,6560,19.66,1.5,2.5,0.075,864,1.87438604
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.5,2.5,0.075,864,2.82868084
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.58,7.35,12.35964366,4.73e+19,-0.06,1.089,4.97,24.0,280,7420,19.09,1.5,2.5,0.075,864,1.236497486
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.5,2.5,0.075,864,2.66e-06
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,1.5,2.5,0.075,864,5.767975604
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.5,2.5,0.075,864,2.907086074
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.39,1.79,17.27879893,4.69e+18,-0.064658418,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,2.398749486
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,3.426193383
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.4,6.59,11.45436161,3.99e+19,-0.06,1.004,4.49,9.0,210,9830,20.37,1.5,2.5,0.075,864,3.039669639
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,0.352619615
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.46,6.63,5.71064693,5.66e+20,0.02,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,2.981126607
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.5,2.5,0.075,864,2.71e-06
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.15,4.49,16.19921355,4.87e+18,-0.1,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,0.905834035
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,4.020857083
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.44,7.8,12.02608442,5.18e+19,-0.06,1.1474,4.31,11.5,175,9540,17.51,1.5,2.5,0.075,864,2.254492285
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,1.5,2.5,0.075,864,0.090744206
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,1.5,2.5,0.075,864,3.001835784
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.5,2.5,0.075,864,3.959957099
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.05,5.07,23.51651316,4.73e+18,-0.08,0.533872924,0.92,17.5,315,8450,48.659,1.5,2.5,0.075,864,1.517825539
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.05,5.07,9.875921194,5.16e+20,0.08,0.533872924,0.92,17.5,315,8450,48.659,1.5,2.5,0.075,864,1.887765001
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.5,2.5,0.075,864,1.84086243
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.49,2.2,88.62504818,2.93e+18,-0.084771328,0.2786,3.02,10.0,330,6560,19.66,1.5,2.5,0.075,864,1.282510177
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.5,2.5,0.075,864,1.918529981
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.58,7.35,12.35964366,4.73e+19,-0.06,1.089,4.97,24.0,280,7420,19.09,1.5,2.5,0.075,864,0.944120538
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.5,2.5,0.075,864,1.34e-06
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,1.5,2.5,0.075,864,5.170953629
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.5,2.5,0.075,864,2.145200507
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.39,1.79,17.27879893,4.69e+18,-0.064658418,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,1.552357928
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,2.204025667
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.4,6.59,11.45436161,3.99e+19,-0.06,1.004,4.49,9.0,210,9830,20.37,1.5,2.5,0.075,864,2.557728488
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,0.252719596
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.46,6.63,5.71064693,5.66e+20,0.02,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,2.411741766
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.5,2.5,0.075,864,1.4e-06
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.15,4.49,16.19921355,4.87e+18,-0.1,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,0.558244307
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,3.276421796
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.44,7.8,12.02608442,5.18e+19,-0.06,1.1474,4.31,11.5,175,9540,17.51,1.5,2.5,0.075,864,3.853425838
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,1.5,2.5,0.075,864,0.842870126
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.55,1.88,6.607598392,5.51e+20,0.06,0.3962,4.1,8.0,255,10300,20.88,1.5,2.5,0.075,864,6.889720224
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.5,2.5,0.075,864,6.559773808
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.05,5.07,23.51651316,4.73e+18,-0.08,0.533872924,0.92,17.5,315,8450,48.659,1.5,2.5,0.075,864,2.867798251
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.05,5.07,9.875921194,5.16e+20,0.08,0.533872924,0.92,17.5,315,8450,48.659,1.5,2.5,0.075,864,4.623986942
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,1.5,2.5,0.075,864,4.146512023
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.49,2.2,88.62504818,2.93e+18,-0.084771328,0.2786,3.02,10.0,330,6560,19.66,1.5,2.5,0.075,864,3.17314746
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.49,2.2,10.42133521,5.04e+20,0.12,0.2786,3.02,10.0,330,6560,19.66,1.5,2.5,0.075,864,5.138722895
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.58,7.35,12.35964366,4.73e+19,-0.06,1.089,4.97,24.0,280,7420,19.09,1.5,2.5,0.075,864,1.650969705
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,1.5,2.5,0.075,864,3.46e-06
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,1.5,2.5,0.075,864,10.01121281
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.5,2.5,0.075,864,5.057548738
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.39,1.79,17.27879893,4.69e+18,-0.064658418,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,4.126150277
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,1.5,2.5,0.075,864,6.529930968
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.4,6.59,11.45436161,3.99e+19,-0.06,1.004,4.49,9.0,210,9830,20.37,1.5,2.5,0.075,864,4.382337129
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,0.438208794
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.46,6.63,5.71064693,5.66e+20,0.02,1.0726,4.36,22.0,240,7140,17.87,1.5,2.5,0.075,864,5.00931434
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,1.5,2.5,0.075,864,3.49e-06
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.15,4.49,16.19921355,4.87e+18,-0.1,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,1.306027066
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,1.5,2.5,0.075,864,7.014176815
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.5,4.5,0.095,711,1.043706542
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.5,4.5,0.095,711,4.655723543
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.5,4.5,0.095,711,2.874554669
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.58,7.35,15.64940463,4.72e+18,-0.12,1.089,4.97,24.0,280,7420,19.09,2.5,4.5,0.095,711,0.216381023
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.5,4.5,0.095,711,5.792290009
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,2.5,4.5,0.095,711,5.473304706
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.5,4.5,0.095,711,0.606789749
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.5,4.5,0.095,711,3.941001485
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.5,4.5,0.095,711,0.515832046
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.5,4.5,0.095,711,2.900421131
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.5,4.5,0.095,711,1.73905315
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.58,7.35,15.64940463,4.72e+18,-0.12,1.089,4.97,24.0,280,7420,19.09,2.5,4.5,0.095,711,0.162915827
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.5,4.5,0.095,711,3.810002507
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,2.5,4.5,0.095,711,3.596808234
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.5,4.5,0.095,711,0.451937785
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.5,4.5,0.095,711,2.339378701
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.5,4.5,0.095,711,0.000757106
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.5,4.5,0.095,711,0.12154967
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.5,4.5,0.095,711,0.085121541
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.58,7.35,15.64940463,4.72e+18,-0.12,1.089,4.97,24.0,280,7420,19.09,2.5,4.5,0.095,711,0.040081988
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.5,4.5,0.095,711,0.218364748
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,2.5,4.5,0.095,711,0.20430075
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.5,4.5,0.095,711,0.100208127
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.5,4.5,0.095,711,0.063432445
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.5,4.5,0.095,711,0.860495277
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.5,4.5,0.095,711,3.652259556
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.5,4.5,0.095,711,2.377718711
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.58,7.35,15.64940463,4.72e+18,-0.12,1.089,4.97,24.0,280,7420,19.09,2.5,4.5,0.095,711,0.193681668
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.5,4.5,0.095,711,4.471320994
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,2.5,4.5,0.095,711,4.190207901
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.5,4.5,0.095,711,0.534680752
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.5,4.5,0.095,711,3.100141064
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.5,4.5,0.095,711,0.346949365
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.5,4.5,0.095,711,1.761377271
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.5,4.5,0.095,711,1.225096874
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.58,7.35,15.64940463,4.72e+18,-0.12,1.089,4.97,24.0,280,7420,19.09,2.5,4.5,0.095,711,0.116865931
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.5,4.5,0.095,711,2.177070458
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,2.5,4.5,0.095,711,1.983026628
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.5,4.5,0.095,711,0.318158639
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.5,4.5,0.095,711,1.440709794
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.55,1.88,28.76272074,3.18e+18,-0.107406211,0.3962,4.1,8.0,255,10300,20.88,2.5,4.5,0.095,711,0.033545129
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.5,4.5,0.095,711,0.431434729
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.5,4.5,0.095,711,0.288485172
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,15.64940463,4.72e+18,-0.12,1.089,4.97,24.0,280,7420,19.09,2.5,4.5,0.095,711,0.06675647
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.5,4.5,0.095,711,0.642565708
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,2.5,4.5,0.095,711,0.595643117
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.5,4.5,0.095,711,0.172564794
